# Bench capture -- DAQ-2200, firmware 4.11b
# operator: A. Du
# date: 2026-03-14T09:15:00+08:00
# sample_rate_hz = 500
# columns: index ; time_s ; channel_a_volts ; probe_temp_c ; status
#
# NOTE: status=OK means the sample is trustworthy. Anything else is not.

1369 ; 2.738000 ; 1.04383 ; 26.915 ; OK
1370 ; 2.740000 ; 1.01976 ; 27.054 ; OK
1371 ; 2.742000 ; 1.61974 ; 26.937 ; OK
1372 ; 2.744000 ; 2.19792 ; 26.969 ; OK
1373 ; 2.746000 ; 2.68839 ; 26.962 ; OK
1374 ; 2.748000 ; 2.90146 ; 27.089 ; OK
1375 ; 2.750000 ; 2.92759 ; 27.097 ; OK
1376 ; 2.752000 ; 2.64982 ; 26.997 ; OK
1377 ; 2.754000 ; 1.98998 ; 26.937 ; OK
1378 ; 2.756000 ; 1.49843 ; 27.003 ; OK
1379 ; 2.758000 ; 1.52279 ; 27.009 ; OK
1380 ; 2.760000 ; 0.79811 ; 27.043 ; OK
1381 ; 2.762000 ; 0.72732 ; 27.092 ; OK
1382 ; 2.764000 ; 0.71422 ; 26.942 ; OK
1383 ; 2.766000 ; 1.35039 ; 27.062 ; OK
1384 ; 2.768000 ; 1.33958 ; 27.012 ; OK
1385 ; 2.770000 ; 2.05225 ; 27.011 ; OK
1386 ; 2.772000 ; 1.90565 ; 27.076 ; OK
1387 ; 2.774000 ; 1.38737 ; 27.018 ; OK
1388 ; 2.776000 ; 1.21396 ; 27.054 ; OK
1389 ; 2.778000 ; 0.75898 ; 26.944 ; OK
1390 ; 2.780000 ; 0.80335 ; 27.072 ; OK
1391 ; 2.782000 ; -0.49350 ; 27.071 ; OK
1392 ; 2.784000 ; -0.00229 ; 27.044 ; OK
1393 ; 2.786000 ; -0.96418 ; 27.011 ; OK
1394 ; 2.788000 ; -0.67965 ; 27.113 ; OK
1395 ; 2.790000 ; -0.34686 ; 27.079 ; OK
1396 ; 2.792000 ; -0.35062 ; 27.119 ; OK
1397 ; 2.794000 ; -0.08163 ; 27.092 ; OK
1398 ; 2.796000 ; -0.33899 ; 27.075 ; OK
1399 ; 2.798000 ; -0.43651 ; 27.006 ; OK
1400 ; 2.800000 ; -0.78706 ; 27.088 ; OK
1401 ; 2.802000 ; -1.23760 ; 27.150 ; OK
1402 ; 2.804000 ; -2.11996 ; 27.130 ; OK
1403 ; 2.806000 ; -2.00970 ; 27.064 ; OK
1404 ; 2.808000 ; -2.18152 ; 27.061 ; OK
1405 ; 2.810000 ; -2.71152 ; 27.034 ; OK
1406 ; 2.812000 ; -1.95409 ; 27.117 ; OK
1407 ; 2.814000 ; -1.65471 ; 27.090 ; OK
1408 ; 2.816000 ; NaN ; 27.080 ; ERR
1409 ; 2.818000 ; -1.06885 ; 27.070 ; OK
1410 ; 2.820000 ; -0.89425 ; 27.121 ; OK
1411 ; 2.822000 ; -1.38439 ; 27.169 ; OK
1412 ; 2.824000 ; -1.76619 ; 27.182 ; OK
1413 ; 2.826000 ; -2.19746 ; 27.067 ; OK
1414 ; 2.828000 ; -2.39401 ; 27.061 ; OK
1415 ; 2.830000 ; -2.28542 ; 27.117 ; OK
1416 ; 2.832000 ; -2.49240 ; 27.048 ; OK
1417 ; 2.834000 ; -2.42168 ; 27.194 ; OK
1418 ; 2.836000 ; -1.92430 ; 27.137 ; OK
1419 ; 2.838000 ; -1.30699 ; 27.230 ; OK
1420 ; 2.840000 ; -0.72977 ; 27.260 ; OK
1421 ; 2.842000 ; -0.54317 ; 27.126 ; OK
1422 ; 2.844000 ; -0.11722 ; 27.266 ; OK
1423 ; 2.846000 ; -0.08080 ; 27.232 ; OK
1424 ; 2.848000 ; -0.32102 ; 27.154 ; OK
1425 ; 2.850000 ; -0.58965 ; 27.253 ; OK
1426 ; 2.852000 ; -0.95929 ; 27.248 ; OK
1427 ; 2.854000 ; -0.93036 ; 27.182 ; OK
1428 ; 2.856000 ; -0.94009 ; 27.276 ; OK
1429 ; 2.858000 ; -0.05992 ; 27.154 ; OK
1430 ; 2.860000 ; 0.23457 ; 27.311 ; OK
1431 ; 2.862000 ; 0.55644 ; 27.198 ; OK
1432 ; 2.864000 ; 1.01098 ; 27.220 ; OK
1433 ; 2.866000 ; 1.14380 ; 27.218 ; OK
1434 ; 2.868000 ; 1.46370 ; 27.287 ; OK
1435 ; 2.870000 ; 1.33075 ; 27.284 ; OK
1436 ; 2.872000 ; 0.80153 ; 27.159 ; OK
1437 ; 2.874000 ; 1.40638 ; 27.221 ; OK
1438 ; 2.876000 ; 0.53837 ; 27.288 ; OK
1439 ; 2.878000 ; 0.98140 ; 27.309 ; OK
1440 ; 2.880000 ; 1.09559 ; 27.233 ; OK
1441 ; 2.882000 ; 1.36326 ; 27.277 ; OK
1442 ; 2.884000 ; 2.10589 ; 27.309 ; OK
1443 ; 2.886000 ; 1.90450 ; 27.266 ; OK
1444 ; 2.888000 ; 2.28212 ; 27.269 ; OK
1445 ; 2.890000 ; 2.92571 ; 27.266 ; OK
1446 ; 2.892000 ; 2.90816 ; 27.352 ; OK
1447 ; 2.894000 ; 2.20262 ; 27.322 ; OK
1448 ; 2.896000 ; 1.74627 ; 27.352 ; OK
1449 ; 2.898000 ; 1.04512 ; 27.291 ; OK
1450 ; 2.900000 ; 0.51627 ; 27.292 ; OK
1451 ; 2.902000 ; 1.31358 ; 27.317 ; OK
1452 ; 2.904000 ; 1.21643 ; 27.221 ; OK
1453 ; 2.906000 ; 1.27895 ; 27.298 ; OK
1454 ; 2.908000 ; 1.95800 ; 27.333 ; OK
1455 ; 2.910000 ; 2.34015 ; 27.348 ; OK
1456 ; 2.912000 ; 1.75680 ; 27.296 ; OK
1457 ; 2.914000 ; 1.91852 ; 27.341 ; OK
1458 ; 2.916000 ; 1.80744 ; 27.406 ; OK
1459 ; 2.918000 ; 0.82480 ; 27.393 ; OK
1460 ; 2.920000 ; 0.68779 ; 27.384 ; OK
1461 ; 2.922000 ; -0.05763 ; 27.369 ; OK
1462 ; 2.924000 ; -0.21477 ; 27.421 ; OK
1463 ; 2.926000 ; -0.83285 ; 27.304 ; OK
1464 ; 2.928000 ; 0.02413 ; 27.377 ; OK
1465 ; 2.930000 ; -0.14198 ; 27.470 ; OK
1466 ; 2.932000 ; 0.23859 ; 27.343 ; OK
1467 ; 2.934000 ; NaN ; 27.400 ; ERR
1468 ; 2.936000 ; 0.20149 ; 27.352 ; OK
1469 ; 2.938000 ; -0.31613 ; 27.378 ; OK
1470 ; 2.940000 ; -0.74339 ; 27.373 ; OK
1471 ; 2.942000 ; -0.96666 ; 27.467 ; OK
1472 ; 2.944000 ; -2.42142 ; 27.295 ; OK
1473 ; 2.946000 ; -1.85032 ; 27.420 ; OK
1474 ; 2.948000 ; -2.41511 ; 27.403 ; OK
1475 ; 2.950000 ; -2.73643 ; 27.445 ; OK
1476 ; 2.952000 ; -2.15221 ; 27.355 ; OK
1477 ; 2.954000 ; -1.65030 ; 27.377 ; OK
1478 ; 2.956000 ; -0.62526 ; 27.440 ; OK
1479 ; 2.958000 ; -1.67174 ; 27.439 ; OK
1480 ; 2.960000 ; -0.91397 ; 27.386 ; OK
1481 ; 2.962000 ; -1.41565 ; 27.378 ; OK
1482 ; 2.964000 ; -1.94820 ; 27.415 ; OK
1483 ; 2.966000 ; -2.34125 ; 27.458 ; OK
1484 ; 2.968000 ; -2.31133 ; 27.444 ; OK
1485 ; 2.970000 ; -2.44170 ; 27.402 ; OK
1486 ; 2.972000 ; -2.86425 ; 27.483 ; OK
1487 ; 2.974000 ; -2.31492 ; 27.329 ; OK
1488 ; 2.976000 ; -1.66499 ; 27.486 ; OK
1489 ; 2.978000 ; -1.85192 ; 27.543 ; OK
1490 ; 2.980000 ; -0.88917 ; 27.555 ; OK
1491 ; 2.982000 ; -0.50768 ; 27.440 ; OK
1492 ; 2.984000 ; -0.71528 ; 27.453 ; OK
1493 ; 2.986000 ; -0.39490 ; 27.493 ; OK
1494 ; 2.988000 ; -0.73251 ; 27.431 ; OK
1495 ; 2.990000 ; -1.07504 ; 27.431 ; OK
1496 ; 2.992000 ; -1.16009 ; 27.454 ; OK
1497 ; 2.994000 ; -1.30544 ; 27.460 ; OK
1498 ; 2.996000 ; -1.34938 ; 27.454 ; OK
1499 ; 2.998000 ; -999.0 ; 27.412 ; ERR
1500 ; 3.000000 ; -0.04036 ; 27.565 ; OK
# --- keepalive, buffer flushed ---
1501 ; 3.002000 ; 0.90619 ; 27.514 ; OK
1502 ; 3.004000 ; 0.47449 ; 27.577 ; OK
1503 ; 3.006000 ; 1.39673 ; 27.486 ; OK
1504 ; 3.008000 ; 1.38838 ; 27.503 ; OK
1505 ; 3.010000 ; 1.69382 ; 27.454 ; OK
1506 ; 3.012000 ; 1.00109 ; 27.557 ; OK
1507 ; 3.014000 ; 0.35879 ; 27.526 ; OK
1508 ; 3.016000 ; 0.43489 ; 27.495 ; OK
1509 ; 3.018000 ; 0.72748 ; 27.585 ; OK
1510 ; 3.020000 ; 5.00000 ; 27.528 ; SAT
1511 ; 3.022000 ; 1.26345 ; 27.494 ; OK
1512 ; 3.024000 ; 2.07508 ; 27.570 ; OK
1513 ; 3.026000 ; 2.85267 ; 27.455 ; OK
1514 ; 3.028000 ; 2.82600 ; 27.650 ; OK
1515 ; 3.030000 ; 2.59702 ; 27.625 ; OK
1516 ; 3.032000 ; 2.60968 ; 27.554 ; OK
1517 ; 3.034000 ; 2.25441 ; 27.568 ; OK
1518 ; 3.036000 ; 2.01601 ; 27.580 ; OK
1519 ; 3.038000 ; 1.09183 ; 27.525 ; OK
1520 ; 3.040000 ; 1.19211 ; 27.565 ; OK
1521 ; 3.042000 ; 0.95415 ; 27.661 ; OK
1522 ; 3.044000 ; 1.24751 ; 27.635 ; OK
1523 ; 3.046000 ; 1.41574 ; 27.570 ; OK
1524 ; 3.048000 ; 5.00000 ; 27.656 ; SAT
1525 ; 3.050000 ; 1.70527 ; 27.567 ; OK
1526 ; 3.052000 ; 2.47504 ; 27.674 ; OK
1527 ; 3.054000 ; 2.02514 ; 27.610 ; OK
1528 ; 3.056000 ; 1.69865 ; 27.596 ; OK
1529 ; 3.058000 ; 1.02025 ; 27.628 ; OK
1530 ; 3.060000 ; 0.80584 ; 27.640 ; OK
1531 ; 3.062000 ; 0.20939 ; 27.756 ; OK
1532 ; 3.064000 ; 0.11588 ; 27.582 ; OK
1533 ; 3.066000 ; -0.16768 ; 27.628 ; OK
1534 ; 3.068000 ; 0.10351 ; 27.642 ; OK
1535 ; 3.070000 ; -0.33829 ; 27.647 ; OK
1536 ; 3.072000 ; 0.92964 ; 27.591 ; OK
1537 ; 3.074000 ; 0.91096 ; 27.676 ; OK
1538 ; 3.076000 ; 0.39261 ; 27.627 ; OK
1539 ; 3.078000 ; 0.08941 ; 27.741 ; OK
1540 ; 3.080000 ; -0.23283 ; 27.701 ; OK
1541 ; 3.082000 ; -1.33027 ; 27.639 ; OK
1542 ; 3.084000 ; -1.59425 ; 27.675 ; OK
1543 ; 3.086000 ; -2.05761 ; 27.777 ; OK
1544 ; 3.088000 ; -2.18049 ; 27.614 ; OK
1545 ; 3.090000 ; -1.80882 ; 27.637 ; OK
1546 ; 3.092000 ; -1.97458 ; 27.693 ; OK
1547 ; 3.094000 ; -1.33553 ; 27.734 ; OK
1548 ; 3.096000 ; -0.87877 ; 27.717 ; OK
1549 ; 3.098000 ; -0.99177 ; 27.637 ; OK
1550 ; 3.100000 ; -1.32641 ; 27.654 ; OK
1551 ; 3.102000 ; -1.55206 ; 27.728 ; OK
1552 ; 3.104000 ; -1.67572 ; 27.643 ; OK
1553 ; 3.106000 ; -2.74112 ; 27.857 ; OK
1554 ; 3.108000 ; -2.80009 ; 27.606 ; OK
1555 ; 3.110000 ; -2.64177 ; 27.772 ; OK
1556 ; 3.112000 ; -2.53651 ; 27.694 ; OK
1557 ; 3.114000 ; -1.96930 ; 27.660 ; OK
1558 ; 3.116000 ; -2.24335 ; 27.809 ; OK
1559 ; 3.118000 ; -1.15780 ; 27.698 ; OK
1560 ; 3.120000 ; -1.14873 ; 27.718 ; OK
1561 ; 3.122000 ; -0.81082 ; 27.732 ; OK
1562 ; 3.124000 ; -1.02653 ; 27.641 ; OK
1563 ; 3.126000 ; -1.06382 ; 27.813 ; OK
1564 ; 3.128000 ; -1.36629 ; 27.865 ; OK
1565 ; 3.130000 ; -1.58752 ; 27.782 ; OK
1566 ; 3.132000 ; -1.53277 ; 27.759 ; OK
1567 ; 3.134000 ; -1.51656 ; 27.765 ; OK
1568 ; 3.136000 ; -1.52705 ; 27.795 ; OK
1569 ; 3.138000 ; -1.07130 ; 27.743 ; OK
1570 ; 3.140000 ; 0.06726 ; 27.772 ; OK
1571 ; 3.142000 ; 0.58301 ; 27.819 ; OK
1572 ; 3.144000 ; 0.90513 ; 27.737 ; OK
1573 ; 3.146000 ; 0.91126 ; 27.763 ; OK
1574 ; 3.148000 ; 1.29256 ; 27.710 ; OK
1575 ; 3.150000 ; 0.83699 ; 27.813 ; OK
1576 ; 3.152000 ; 0.26786 ; 27.798 ; OK
1577 ; 3.154000 ; 0.85117 ; 27.820 ; OK
1578 ; 3.156000 ; -0.08608 ; 27.824 ; OK
1579 ; 3.158000 ; 0.10028 ; 27.755 ; OK
1580 ; 3.160000 ; 0.53450 ; 27.811 ; OK
1581 ; 3.162000 ; 1.02524 ; 27.789 ; OK
1582 ; 3.164000 ; 1.88474 ; 27.806 ; OK
1583 ; 3.166000 ; 2.43237 ; 27.822 ; OK
1584 ; 3.168000 ; 2.69102 ; 27.859 ; OK
1585 ; 3.170000 ; 2.97262 ; 27.837 ; OK
1586 ; 3.172000 ; 2.15382 ; 27.754 ; OK
1587 ; 3.174000 ; 2.11529 ; 27.866 ; OK
1588 ; 3.176000 ; 1.73354 ; 27.829 ; OK
1589 ; 3.178000 ; 1.60226 ; 27.768 ; OK
1590 ; 3.180000 ; 1.27701 ; 27.879 ; OK
1591 ; 3.182000 ; 1.59152 ; 27.844 ; OK
1592 ; 3.184000 ; 1.87956 ; 27.837 ; OK
1593 ; 3.186000 ; 1.71864 ; 27.791 ; OK
1594 ; 3.188000 ; 2.23317 ; 27.881 ; OK
1595 ; 3.190000 ; 2.62586 ; 27.904 ; OK
1596 ; 3.192000 ; 2.38601 ; 27.812 ; OK
1597 ; 3.194000 ; 2.16834 ; 27.879 ; OK
1598 ; 3.196000 ; 1.98136 ; 27.918 ; OK
1599 ; 3.198000 ; 0.87931 ; 27.893 ; OK
1600 ; 3.200000 ; 0.52631 ; 27.854 ; OK
1601 ; 3.202000 ; 0.76636 ; 27.879 ; OK
1602 ; 3.204000 ; 0.15746 ; 27.809 ; OK
1603 ; 3.206000 ; 0.16864 ; 27.848 ; OK
1604 ; 3.208000 ; 0.61060 ; 27.906 ; OK
1605 ; 3.210000 ; 0.50487 ; 27.997 ; OK
1606 ; 3.212000 ; 0.94506 ; 27.941 ; OK
1607 ; 3.214000 ; 0.93171 ; 27.836 ; OK
1608 ; 3.216000 ; 0.72985 ; 27.947 ; OK
1609 ; 3.218000 ; 0.08222 ; 27.871 ; OK
1610 ; 3.220000 ; -0.16315 ; 27.901 ; OK
1611 ; 3.222000 ; -0.38393 ; 27.945 ; OK
1612 ; 3.224000 ; -1.38027 ; 27.949 ; OK
1613 ; 3.226000 ; -1.87471 ; 27.953 ; OK
1614 ; 3.228000 ; -2.01784 ; 27.927 ; OK
1615 ; 3.230000 ; -1.62028 ; 28.019 ; OK
1616 ; 3.232000 ; -1.37405 ; 27.976 ; OK
1617 ; 3.234000 ; -0.98833 ; 27.972 ; OK
1618 ; 3.236000 ; -1.03003 ; 27.918 ; OK
1619 ; 3.238000 ; -1.24340 ; 27.972 ; OK
1620 ; 3.240000 ; -1.01155 ; 27.919 ; OK
1621 ; 3.242000 ; -1.30070 ; 27.870 ; OK
1622 ; 3.244000 ; -1.92341 ; 27.983 ; OK
1623 ; 3.246000 ; -2.41069 ; 27.978 ; OK
1624 ; 3.248000 ; -2.82776 ; 28.112 ; OK
1625 ; 3.250000 ; -2.62662 ; 27.971 ; OK
1626 ; 3.252000 ; -2.67508 ; 27.945 ; OK
1627 ; 3.254000 ; -2.23774 ; 27.978 ; OK
1628 ; 3.256000 ; -1.83999 ; 28.051 ; OK
1629 ; 3.258000 ; -2.02628 ; 28.054 ; OK
1630 ; 3.260000 ; -1.29458 ; 28.045 ; OK
1631 ; 3.262000 ; -0.76015 ; 27.996 ; OK
1632 ; 3.264000 ; -1.11248 ; 28.000 ; OK
1633 ; 3.266000 ; -1.15553 ; 28.009 ; OK
1634 ; 3.268000 ; -1.62151 ; 27.978 ; OK
1635 ; 3.270000 ; -1.98480 ; 28.083 ; OK
1636 ; 3.272000 ; -2.15333 ; 28.098 ; OK
1637 ; 3.274000 ; -1.62973 ; 28.070 ; OK
1638 ; 3.276000 ; -1.45145 ; 28.119 ; OK
1639 ; 3.278000 ; -1.08774 ; 28.148 ; OK
1640 ; 3.280000 ; -0.41678 ; 28.077 ; OK
1641 ; 3.282000 ; 0.10934 ; 28.047 ; OK
1642 ; 3.284000 ; 0.56290 ; 28.089 ; OK
1643 ; 3.286000 ; 0.83890 ; 28.029 ; OK
1644 ; 3.288000 ; 0.48253 ; 28.089 ; OK
1645 ; 3.290000 ; 1.07386 ; 28.026 ; OK
1646 ; 3.292000 ; 0.02816 ; 27.997 ; OK
1647 ; 3.294000 ; -0.29211 ; 28.145 ; OK
1648 ; 3.296000 ; 0.28449 ; 28.092 ; OK
1649 ; 3.298000 ; 0.20095 ; 28.130 ; OK
1650 ; 3.300000 ; 0.68417 ; 28.063 ; OK
1651 ; 3.302000 ; 1.56840 ; 28.064 ; OK
1652 ; 3.304000 ; 2.27991 ; 28.131 ; OK
1653 ; 3.306000 ; 1.59666 ; 28.126 ; OK
1654 ; 3.308000 ; 2.31822 ; 28.156 ; OK
1655 ; 3.310000 ; 2.73673 ; 28.159 ; OK
1656 ; 3.312000 ; 2.27401 ; 28.140 ; OK
1657 ; 3.314000 ; 2.11290 ; 28.194 ; OK
1658 ; 3.316000 ; 1.37412 ; 28.143 ; OK
1659 ; 3.318000 ; 0.95903 ; 28.110 ; OK
1660 ; 3.320000 ; 1.46532 ; 28.101 ; OK
1661 ; 3.322000 ; 1.34878 ; 28.168 ; OK
1662 ; 3.324000 ; 1.22089 ; 28.206 ; OK
1663 ; 3.326000 ; 1.86830 ; 28.110 ; OK
1664 ; 3.328000 ; 2.51210 ; 28.187 ; OK
1665 ; 3.330000 ; 2.33321 ; 28.152 ; OK
1666 ; 3.332000 ; 2.88804 ; 28.168 ; OK
1667 ; 3.334000 ; 2.50936 ; 28.137 ; OK
1668 ; 3.336000 ; 2.28832 ; 28.231 ; OK
1669 ; 3.338000 ; 1.38012 ; 28.175 ; OK
1670 ; 3.340000 ; 0.60593 ; 28.202 ; OK
1671 ; 3.342000 ; 0.59570 ; 28.095 ; OK
1672 ; 3.344000 ; -0.01337 ; 28.011 ; OK
1673 ; 3.346000 ; -0.41994 ; 28.236 ; OK
1674 ; 3.348000 ; 0.57905 ; 28.267 ; OK
1675 ; 3.350000 ; 0.91319 ; 28.169 ; OK
1676 ; 3.352000 ; 1.26882 ; 28.227 ; OK
1677 ; 3.354000 ; 1.19849 ; 28.101 ; OK
1678 ; 3.356000 ; 0.92740 ; 28.219 ; OK
1679 ; 3.358000 ; 0.26962 ; 28.202 ; OK
1680 ; 3.360000 ; -0.66438 ; 28.219 ; OK
1681 ; 3.362000 ; -0.69387 ; 28.143 ; OK
1682 ; 3.364000 ; -0.94297 ; 28.153 ; OK
1683 ; 3.366000 ; -1.46887 ; 28.288 ; OK
1684 ; 3.368000 ; -2.29459 ; 28.235 ; OK
1685 ; 3.370000 ; -1.28737 ; 28.261 ; OK
1686 ; 3.372000 ; -1.43303 ; 28.207 ; OK
1687 ; 3.374000 ; -0.85394 ; 28.274 ; OK
1688 ; 3.376000 ; -0.77594 ; 28.197 ; OK
1689 ; 3.378000 ; -0.88889 ; 28.299 ; OK
1690 ; 3.380000 ; -0.75842 ; 28.232 ; OK
1691 ; 3.382000 ; -0.92801 ; 28.297 ; OK
1692 ; 3.384000 ; -1.89726 ; 28.183 ; OK
1693 ; 3.386000 ; -2.33281 ; 28.337 ; OK
1694 ; 3.388000 ; -3.17915 ; 28.301 ; OK
1695 ; 3.390000 ; -3.06642 ; 28.345 ; OK
1696 ; 3.392000 ; -2.35475 ; 28.317 ; OK
1697 ; 3.394000 ; -3.01663 ; 28.272 ; OK
1698 ; 3.396000 ; -2.14338 ; 28.250 ; OK
1699 ; 3.398000 ; -1.67794 ; 28.362 ; OK
1700 ; 3.400000 ; -1.16518 ; 28.308 ; OK
1701 ; 3.402000 ; -1.39306 ; 28.286 ; OK
1702 ; 3.404000 ; -1.04186 ; 28.327 ; OK
1703 ; 3.406000 ; -1.21821 ; 28.302 ; OK
1704 ; 3.408000 ; -1.62058 ; 28.367 ; OK
1705 ; 3.410000 ; -2.32378 ; 28.303 ; OK
1706 ; 3.412000 ; -2.02263 ; 28.251 ; OK
1707 ; 3.414000 ; -1.42455 ; 28.253 ; OK
1708 ; 3.416000 ; -1.34409 ; 28.311 ; OK
1709 ; 3.418000 ; -0.91768 ; 28.400 ; OK
1710 ; 3.420000 ; -0.42015 ; 28.276 ; OK
1711 ; 3.422000 ; 0.11636 ; 28.403 ; OK
1712 ; 3.424000 ; 0.38495 ; 28.333 ; OK
1713 ; 3.426000 ; 0.48902 ; 28.315 ; OK
1714 ; 3.428000 ; 0.49448 ; 28.430 ; OK
1715 ; 3.430000 ; 0.02479 ; 28.334 ; OK
1716 ; 3.432000 ; 0.07708 ; 28.360 ; OK
1717 ; 3.434000 ; -0.43633 ; 28.295 ; OK
1718 ; 3.436000 ; 0.14045 ; 28.351 ; OK
1719 ; 3.438000 ; 0.20979 ; 28.370 ; OK
1720 ; 3.440000 ; 0.43152 ; 28.436 ; OK
1721 ; 3.442000 ; 1.14360 ; 28.376 ; OK
1722 ; 3.444000 ; 1.57411 ; 28.414 ; OK
1723 ; 3.446000 ; 1.95128 ; 28.380 ; OK
1724 ; 3.448000 ; 1.57694 ; 28.408 ; OK
1725 ; 3.450000 ; 2.25351 ; 28.450 ; OK
1726 ; 3.452000 ; 2.51867 ; 28.372 ; OK
1727 ; 3.454000 ; 1.65992 ; 28.414 ; OK
1728 ; 3.456000 ; 1.50955 ; 28.453 ; OK
1729 ; 3.458000 ; 1.12848 ; 28.486 ; OK
1730 ; 3.460000 ; 1.10632 ; 28.382 ; OK
1731 ; 3.462000 ; 1.45077 ; 28.443 ; OK
1732 ; 3.464000 ; 1.49650 ; 28.422 ; OK
1733 ; 3.466000 ; 2.52173 ; 28.476 ; OK
1734 ; 3.468000 ; 2.28741 ; 28.419 ; OK
1735 ; 3.470000 ; 3.09635 ; 28.465 ; OK
1736 ; 3.472000 ; 2.58835 ; 28.428 ; OK
1737 ; 3.474000 ; 1.85822 ; 28.393 ; OK
1738 ; 3.476000 ; 1.88394 ; 28.538 ; OK
1739 ; 3.478000 ; 1.08301 ; 28.392 ; OK
1740 ; 3.480000 ; 0.97687 ; 28.495 ; OK
1741 ; 3.482000 ; 0.42960 ; 28.458 ; OK
1742 ; 3.484000 ; 0.62044 ; 28.427 ; OK
1743 ; 3.486000 ; 1.06069 ; 28.602 ; OK
1744 ; 3.488000 ; -999.0 ; 28.392 ; ERR
1745 ; 3.490000 ; 1.23364 ; 28.501 ; OK
1746 ; 3.492000 ; 1.27930 ; 28.455 ; OK
1747 ; 3.494000 ; 1.63486 ; 28.509 ; OK
1748 ; 3.496000 ; 1.10257 ; 28.435 ; OK
1749 ; 3.498000 ; 0.44277 ; 28.515 ; OK
1750 ; 3.500000 ; 0.28772 ; 28.571 ; OK
1751 ; 3.502000 ; -0.80332 ; 28.544 ; OK
1752 ; 3.504000 ; -0.98103 ; 28.508 ; OK
1753 ; 3.506000 ; -1.33933 ; 28.421 ; OK
1754 ; 3.508000 ; -1.28442 ; 28.565 ; OK
1755 ; 3.510000 ; -0.84158 ; 28.528 ; OK
1756 ; 3.512000 ; -0.64681 ; 28.547 ; OK
1757 ; 3.514000 ; -0.92445 ; 28.536 ; OK
1758 ; 3.516000 ; -0.48507 ; 28.605 ; OK
1759 ; 3.518000 ; -0.29487 ; 28.482 ; OK
1760 ; 3.520000 ; -1.14519 ; 28.554 ; OK
1761 ; 3.522000 ; -1.42266 ; 28.570 ; OK
1762 ; 3.524000 ; -1.99516 ; 28.546 ; OK
1763 ; 3.526000 ; -2.40298 ; 28.572 ; OK
1764 ; 3.528000 ; -3.15652 ; 28.548 ; OK
1765 ; 3.530000 ; -2.68547 ; 28.618 ; OK
1766 ; 3.532000 ; -2.66904 ; 28.565 ; OK
1767 ; 3.534000 ; -1.59202 ; 28.498 ; OK
1768 ; 3.536000 ; -1.79426 ; 28.550 ; OK
1769 ; 3.538000 ; -1.28514 ; 28.500 ; OK
1770 ; 3.540000 ; -1.80489 ; 28.641 ; OK
1771 ; 3.542000 ; -1.13111 ; 28.640 ; OK
1772 ; 3.544000 ; -1.68254 ; 28.622 ; OK
1773 ; 3.546000 ; -1.70432 ; 28.674 ; OK
1774 ; 3.548000 ; -1.93583 ; 28.600 ; OK
1775 ; 3.550000 ; -2.25756 ; 28.549 ; OK
1776 ; 3.552000 ; -2.33845 ; 28.587 ; OK
1777 ; 3.554000 ; -2.30176 ; 28.639 ; OK
1778 ; 3.556000 ; -1.78922 ; 28.701 ; OK
1779 ; 3.558000 ; -1.20229 ; 28.496 ; OK
1780 ; 3.560000 ; -0.46451 ; 28.639 ; OK
1781 ; 3.562000 ; -0.54143 ; 28.643 ; OK
1782 ; 3.564000 ; 0.17747 ; 28.727 ; OK
1783 ; 3.566000 ; 0.12783 ; 28.555 ; OK
1784 ; 3.568000 ; 0.06625 ; 28.530 ; OK
1785 ; 3.570000 ; 0.17620 ; 28.615 ; OK
1786 ; 3.572000 ; -0.25253 ; 28.606 ; OK
1787 ; 3.574000 ; -0.31821 ; 28.634 ; OK
1788 ; 3.576000 ; -0.57759 ; 28.612 ; OK
1789 ; 3.578000 ; 0.14053 ; 28.712 ; OK
1790 ; 3.580000 ; 1.14082 ; 28.610 ; OK
1791 ; 3.582000 ; 1.18305 ; 28.617 ; OK
1792 ; 3.584000 ; 1.61719 ; 28.675 ; OK
1793 ; 3.586000 ; 2.20704 ; 28.711 ; OK
1794 ; 3.588000 ; 2.24888 ; 28.817 ; OK
1795 ; 3.590000 ; 2.00102 ; 28.664 ; OK
1796 ; 3.592000 ; 2.05895 ; 28.706 ; OK
1797 ; 3.594000 ; 1.33249 ; 28.743 ; OK
1798 ; 3.596000 ; 1.31787 ; 28.728 ; OK
1799 ; 3.598000 ; 0.97659 ; 28.726 ; OK
1800 ; 3.600000 ; 1.06898 ; 28.714 ; OK
1801 ; 3.602000 ; 1.53721 ; 28.703 ; OK
1802 ; 3.604000 ; 1.54053 ; 28.747 ; OK
1803 ; 3.606000 ; 2.13187 ; 28.711 ; OK
1804 ; 3.608000 ; 2.54297 ; 28.731 ; OK
1805 ; 3.610000 ; 2.60791 ; 28.745 ; OK
1806 ; 3.612000 ; 2.84987 ; 28.774 ; OK
1807 ; 3.614000 ; 2.11006 ; 28.657 ; OK
1808 ; 3.616000 ; 2.21487 ; 28.641 ; OK
1809 ; 3.618000 ; 2.19500 ; 28.743 ; OK
1810 ; 3.620000 ; 1.21107 ; 28.780 ; OK
1811 ; 3.622000 ; 0.78078 ; 28.729 ; OK
1812 ; 3.624000 ; 0.66560 ; 28.734 ; OK
1813 ; 3.626000 ; 0.79620 ; 28.798 ; OK
1814 ; 3.628000 ; -999.0 ; 28.764 ; ERR
